asset_id;asset_type;feeder_id;ilce;yas_2025;ariza_sayisi_5yil;agac_yogunlugu_skoru;kiyi_mesafesi_km;yuklenme_orani;fider_abone_sayisi;fider_kritik_musteri;toplam_kayip_kWh;Kirilganlik_Puan;Etki_Puan;Risk_Skoru;Risk_Kategorisi
MRS-F-105-D0263;DIREK;MRS-F-105;Anamur;32,0;0;0,67;2;51,2%;2604;0;0;45,36;9,92;4,50;Dü?ük
MRS-F-041-D0113;DIREK;MRS-F-041;Mezitli;26,0;0;0,79;1;37,2%;762;1;0;39,69;11,33;4,50;Dü?ük
MRS-F-103-D0106;DIREK;MRS-F-103;Anamur;27,0;0;0,63;2;36,3%;854;1;0;38,25;11,76;4,50;Dü?ük
MRS-F-103-D0198;DIREK;MRS-F-103;Anamur;27,0;0;0,63;2;36,3%;854;1;0;38,25;11,76;4,50;Dü?ük
MRS-F-090-D0208;DIREK;MRS-F-090;Silifke;18,0;1;0,77;3;38,4%;617;1;1148,2;40,62;11,07;4,50;Dü?ük
MRS-F-077-D0103;DIREK;MRS-F-077;Erdemli;39,0;1;0,82;2;51,4%;1754;0;5307,5;57,08;7,88;4,50;Dü?ük
MRS-F-066-D0153;DIREK;MRS-F-066;Tarsus;17,0;1;0,6;14;52,6%;2783;0;1732;39,52;11,38;4,50;Dü?ük
MRS-F-085-D0036;DIREK;MRS-F-085;Silifke;25,0;1;0,79;3;35,2%;499;1;195,9;44,17;10,18;4,50;Dü?ük
MRS-F-117-D0195;DIREK;MRS-F-117;Gulnar;23,0;0;0,48;3;39,6%;1086;1;0;35,00;12,84;4,50;Dü?ük
MRS-F-063-D0002;DIREK;MRS-F-063;Tarsus;34,0;0;0,84;14;36,2%;630;1;0;41,94;10,72;4,49;Dü?ük
MRS-F-090-D0069;DIREK;MRS-F-090;Silifke;28,0;0;0,93;3;38,4%;617;1;0;42,17;10,66;4,49;Dü?ük
MRS-F-074-D0080;DIREK;MRS-F-074;Erdemli;16,0;0;0,74;2;40,4%;1181;1;0;33,83;13,29;4,49;Dü?ük
MRS-F-093-D0157;DIREK;MRS-F-093;Aydincik;19,0;3;0,69;2;41,2%;1721;0;7247,5;53,32;8,43;4,49;Dü?ük
MRS-F-116-D0189;DIREK;MRS-F-116;Gulnar;14,0;0;0,71;3;39,1%;1360;1;0;31,82;14,12;4,49;Dü?ük
MRS-F-118-D0122;DIREK;MRS-F-118;Gulnar;21,0;1;0,46;3;50,9%;2557;0;2467,5;42,41;10,59;4,49;Dü?ük
MRS-F-073-D0078;DIREK;MRS-F-073;Erdemli;41,0;1;0,52;2;46,5%;1982;0;3574,6;54,04;8,31;4,49;Dü?ük
MRS-F-063-D0035;DIREK;MRS-F-063;Tarsus;21,0;1;0,81;14;36,2%;630;1;1491,8;39,90;11,26;4,49;Dü?ük
MRS-F-100-D0171;DIREK;MRS-F-100;Anamur;31,0;1;0,9;2;47,0%;2053;0;3548,3;52,02;8,64;4,49;Dü?ük
MRS-F-116-D0124;DIREK;MRS-F-116;Gulnar;17,0;0;0,53;3;39,1%;1360;1;0;31,80;14,12;4,49;Dü?ük
MRS-F-103-D0129;DIREK;MRS-F-103;Anamur;27,7;0;0,58;2;36,3%;854;1;0;38,18;11,76;4,49;Dü?ük
MRS-F-063-D0191;DIREK;MRS-F-063;Tarsus;23,0;1;0,82;14;36,2%;630;1;504,1;41,19;10,90;4,49;Dü?ük
MRS-F-066-D0304;DIREK;MRS-F-066;Tarsus;30,0;0;0,65;14;52,6%;2783;0;0;41,76;10,75;4,49;Dü?ük
MRS-F-066-D0030;DIREK;MRS-F-066;Tarsus;30,0;0;0,65;14;52,6%;2783;0;0;41,76;10,75;4,49;Dü?ük
MRS-F-066-D0076;DIREK;MRS-F-066;Tarsus;31,0;0;0,59;14;52,6%;2783;0;0;41,76;10,75;4,49;Dü?ük
MRS-F-066-D0098;DIREK;MRS-F-066;Tarsus;31,0;0;0,59;14;52,6%;2783;0;0;41,76;10,75;4,49;Dü?ük
MRS-F-105-D0078;DIREK;MRS-F-105;Anamur;31,0;0;0,72;2;51,2%;2604;0;0;45,27;9,92;4,49;Dü?ük
MRS-F-094-D0039;DIREK;MRS-F-094;Aydincik;36,0;0;0,79;2;35,0%;476;1;0;44,89;10,00;4,49;Dü?ük
MRS-F-063-D0126;DIREK;MRS-F-063;Tarsus;23,0;1;0,78;14;36,2%;630;1;789,1;40,79;11,00;4,49;Dü?ük
MRS-F-041-D0049;DIREK;MRS-F-041;Mezitli;26,0;0;0,78;1;37,2%;762;1;0;39,59;11,33;4,49;Dü?ük
MRS-F-070-D0115;DIREK;MRS-F-070;Erdemli;12,0;0;0,63;2;40,0%;1512;1;0;30,26;14,83;4,49;Dü?ük
MRS-F-073-D0104;DIREK;MRS-F-073;Erdemli;45,0;1;0,47;2;46,5%;1982;0;2771,4;55,92;8,02;4,49;Dü?ük
MRS-F-070-D0012;DIREK;MRS-F-070;Erdemli;13,0;0;0,57;2;40,0%;1512;1;0;30,25;14,83;4,49;Dü?ük
MRS-F-081-D0348;DIREK;MRS-F-081;Silifke;15,0;1;0,5;3;47,8%;2155;0;10580,5;38,48;11,66;4,49;Dü?ük
MRS-F-084-T006;DAGITIM_TRAFOSU;MRS-F-084;Silifke;23,0;2;0,36;3;44,1%;1673;0;10988,6;46,92;9,56;4,49;Dü?ük
MRS-F-063-D0181;DIREK;MRS-F-063;Tarsus;33,0;0;0,89;14;36,2%;630;1;0;41,84;10,72;4,48;Dü?ük
MRS-F-063-D0129;DIREK;MRS-F-063;Tarsus;34,0;0;0,83;14;36,2%;630;1;0;41,84;10,72;4,48;Dü?ük
MRS-F-110-D0102;DIREK;MRS-F-110;Mut;22,0;0;0,43;48;46,7%;2016;1;0;26,10;17,18;4,48;Dü?ük
MRS-F-063-D0062;DIREK;MRS-F-063;Tarsus;35,0;0;0,77;14;36,2%;630;1;0;41,83;10,72;4,48;Dü?ük
MRS-F-063-D0296;DIREK;MRS-F-063;Tarsus;35,0;0;0,77;14;36,2%;630;1;0;41,83;10,72;4,48;Dü?ük
MRS-F-117-D0243;DIREK;MRS-F-117;Gulnar;22,0;0;0,53;3;39,6%;1086;1;0;34,91;12,84;4,48;Dü?ük
MRS-F-090-D0310;DIREK;MRS-F-090;Silifke;30,0;0;0,8;3;38,4%;617;1;0;42,06;10,66;4,48;Dü?ük
MRS-F-077-D0285;DIREK;MRS-F-077;Erdemli;37,0;1;0,75;2;51,4%;1754;0;5976,9;55,19;8,12;4,48;Dü?ük
MRS-F-090-D0119;DIREK;MRS-F-090;Silifke;31,0;0;0,74;3;38,4%;617;1;0;42,06;10,66;4,48;Dü?ük
MRS-F-118-D0162;DIREK;MRS-F-118;Gulnar;10,0;1;0,46;3;50,9%;2557;0;7723,7;35,87;12,50;4,48;Dü?ük
MRS-F-085-D0042;DIREK;MRS-F-085;Silifke;23,0;1;0,8;3;35,2%;499;1;812,9;43,08;10,40;4,48;Dü?ük
MRS-F-077-D0030;DIREK;MRS-F-077;Erdemli;28,0;2;0,82;2;51,4%;1754;0;5435,3;56,53;7,93;4,48;Dü?ük
MRS-F-094-D0131;DIREK;MRS-F-094;Aydincik;33,0;0;0,96;2;35,0%;476;1;0;44,80;10,00;4,48;Dü?ük
MRS-F-085-D0144;DIREK;MRS-F-085;Silifke;35,0;0;0,81;3;35,2%;499;1;0;44,33;10,11;4,48;Dü?ük
MRS-F-094-D0017;DIREK;MRS-F-094;Aydincik;34,0;0;0,9;2;35,0%;476;1;0;44,80;10,00;4,48;Dü?ük
MRS-F-116-D0280;DIREK;MRS-F-116;Gulnar;12,0;0;0,82;3;39,1%;1360;1;0;31,73;14,12;4,48;Dü?ük
MRS-F-077-D0368;DIREK;MRS-F-077;Erdemli;30,0;2;0,79;2;51,4%;1754;0;5091,6;57,42;7,80;4,48;Dü?ük
MRS-F-105-D0179;DIREK;MRS-F-105;Anamur;31,0;0;0,71;2;51,2%;2604;0;0;45,17;9,92;4,48;Dü?ük
MRS-F-114-D0033;DIREK;MRS-F-114;Mut;31,0;0;1;48;39,4%;1051;1;0;35,32;12,68;4,48;Dü?ük
MRS-F-066-D0068;DIREK;MRS-F-066;Tarsus;31,0;0;0,58;14;52,6%;2783;0;0;41,66;10,75;4,48;Dü?ük
MRS-F-083-D0125;DIREK;MRS-F-083;Silifke;25,0;0;0,19;3;40,5%;1198;1;0;33,50;13,36;4,48;Dü?ük
MRS-F-116-D0080;DIREK;MRS-F-116;Gulnar;15,0;0;0,64;3;39,1%;1360;1;0;31,71;14,12;4,48;Dü?ük
MRS-F-065-T008;DAGITIM_TRAFOSU;MRS-F-065;Tarsus;5,0;4;0,49;14;40,6%;1214;0;17199,4;46,29;9,67;4,48;Dü?ük
MRS-F-085-D0079;DIREK;MRS-F-085;Silifke;25,0;1;0,7;3;35,2%;499;1;656,9;43,27;10,35;4,48;Dü?ük
MRS-F-044-D0049;DIREK;MRS-F-044;Mezitli;42,0;0;0,36;1;45,8%;2517;0;0;47,06;9,51;4,48;Dü?ük
MRS-F-063-D0116;DIREK;MRS-F-063;Tarsus;34,0;0;0,82;14;36,2%;630;1;0;41,74;10,72;4,47;Dü?ük
MRS-F-063-D0259;DIREK;MRS-F-063;Tarsus;34,0;0;0,82;14;36,2%;630;1;0;41,74;10,72;4,47;Dü?ük
MRS-F-070-D0139;DIREK;MRS-F-070;Erdemli;11,0;0;0,68;2;40,0%;1512;1;0;30,16;14,83;4,47;Dü?ük
MRS-F-100-D0194;DIREK;MRS-F-100;Anamur;36,0;1;0,84;2;47,0%;2053;0;2402,8;54,39;8,22;4,47;Dü?ük
MRS-F-105-D0228;DIREK;MRS-F-105;Anamur;28,0;0;0,88;2;51,2%;2604;0;0;45,08;9,92;4,47;Dü?ük
MRS-F-085-D0066;DIREK;MRS-F-085;Silifke;34,0;0;0,86;3;35,2%;499;1;0;44,23;10,11;4,47;Dü?ük
MRS-F-117-D0186;DIREK;MRS-F-117;Gulnar;23,0;0;0,46;3;39,6%;1086;1;0;34,80;12,84;4,47;Dü?ük
MRS-F-118-D0090;DIREK;MRS-F-118;Gulnar;21,0;1;0,55;3;50,9%;2557;0;1712,2;43,31;10,32;4,47;Dü?ük
MRS-F-105-D0204;DIREK;MRS-F-105;Anamur;33,0;0;0,58;2;51,2%;2604;0;0;45,06;9,92;4,47;Dü?ük
MRS-F-066-D0400;DIREK;MRS-F-066;Tarsus;30,0;0;0,63;14;52,6%;2783;0;0;41,56;10,75;4,47;Dü?ük
MRS-F-095-D0289;DIREK;MRS-F-095;Bozyazi;13,0;0;0,39;2;40,9%;1673;1;0;28,68;15,58;4,47;Dü?ük
MRS-F-085-D0160;DIREK;MRS-F-085;Silifke;39,0;0;0,56;3;35,2%;499;1;0;44,21;10,11;4,47;Dü?ük
MRS-F-044-D0458;DIREK;MRS-F-044;Mezitli;41,0;0;0,41;1;45,8%;2517;0;0;46,97;9,51;4,47;Dü?ük
MRS-F-108-D0299;DIREK;MRS-F-108;Mut;40,0;0;0,61;48;53,2%;2859;0;0;40,22;11,11;4,47;Dü?ük
MRS-F-044-D0233;DIREK;MRS-F-044;Mezitli;42,0;0;0,35;1;45,8%;2517;0;0;46,96;9,51;4,47;Dü?ük
MRS-F-044-D0476;DIREK;MRS-F-044;Mezitli;42,0;0;0,35;1;45,8%;2517;0;0;46,96;9,51;4,47;Dü?ük
MRS-F-108-D0052;DIREK;MRS-F-108;Mut;41,0;0;0,55;48;53,2%;2859;0;0;40,22;11,11;4,47;Dü?ük
MRS-F-108-D0076;DIREK;MRS-F-108;Mut;41,0;0;0,55;48;53,2%;2859;0;0;40,22;11,11;4,47;Dü?ük
MRS-F-110-D0227;DIREK;MRS-F-110;Mut;22,0;0;0,42;48;46,7%;2016;1;0;26,00;17,18;4,47;Dü?ük
MRS-F-044-D0215;DIREK;MRS-F-044;Mezitli;22,0;1;0,35;1;45,8%;2517;0;3770,6;41,06;10,88;4,47;Dü?ük
MRS-F-109-D0159;DIREK;MRS-F-109;Mut;40,0;1;0,79;48;49,6%;2390;0;1530,7;47,13;9,47;4,47;Dü?ük
MRS-F-091-D0088;DIREK;MRS-F-091;Silifke;47,0;1;0,68;3;52,2%;1819;0;3119,7;60,42;7,39;4,46;Dü?ük
MRS-F-063-D0273;DIREK;MRS-F-063;Tarsus;32,0;0;0,93;14;36,2%;630;1;0;41,65;10,72;4,46;Dü?ük
MRS-F-116-D0187;DIREK;MRS-F-116;Gulnar;15,0;0;0,63;3;39,1%;1360;1;0;31,61;14,12;4,46;Dü?ük
MRS-F-103-D0114;DIREK;MRS-F-103;Anamur;26,0;0;0,66;2;36,3%;854;1;0;37,95;11,76;4,46;Dü?ük
MRS-F-103-D0187;DIREK;MRS-F-103;Anamur;27,0;0;0,6;2;36,3%;854;1;0;37,95;11,76;4,46;Dü?ük
MRS-F-044-D0097;DIREK;MRS-F-044;Mezitli;24,0;1;0,4;1;45,8%;2517;0;2558,2;42,75;10,44;4,46;Dü?ük
MRS-F-063-D0175;DIREK;MRS-F-063;Tarsus;35,0;0;0,75;14;36,2%;630;1;0;41,63;10,72;4,46;Dü?ük
MRS-F-090-D0156;DIREK;MRS-F-090;Silifke;29,0;0;0,84;3;38,4%;617;1;0;41,87;10,66;4,46;Dü?ük
MRS-F-004-T012;DAGITIM_TRAFOSU;MRS-F-004;Akdeniz;22,0;0;0;1;47,3%;3474;0;0;31,93;13,97;4,46;Dü?ük
MRS-F-063-D0184;DIREK;MRS-F-063;Tarsus;20,0;1;0,89;14;36,2%;630;1;1122,3;40,11;11,12;4,46;Dü?ük
MRS-F-090-D0112;DIREK;MRS-F-090;Silifke;30,0;0;0,78;3;38,4%;617;1;0;41,86;10,66;4,46;Dü?ük
MRS-F-068-T007;DAGITIM_TRAFOSU;MRS-F-068;Camliyayla;28,0;1;0,56;32;48,4%;2228;0;7655,5;40,78;10,94;4,46;Dü?ük
MRS-F-033-D0169;DIREK;MRS-F-033;Yenisehir;10,0;0;0,21;1;46,1%;1929;1;0;26,59;16,77;4,46;Dü?ük
MRS-F-105-D0051;DIREK;MRS-F-105;Anamur;16,0;1;0,72;2;51,2%;2604;0;1703,6;42,34;10,53;4,46;Dü?ük
MRS-F-094-D0076;DIREK;MRS-F-094;Aydincik;36,0;0;0,76;2;35,0%;476;1;0;44,59;10,00;4,46;Dü?ük
MRS-F-066-D0161;DIREK;MRS-F-066;Tarsus;29,0;0;0,68;14;52,6%;2783;0;0;41,47;10,75;4,46;Dü?ük
MRS-F-066-D0350;DIREK;MRS-F-066;Tarsus;30,0;0;0,62;14;52,6%;2783;0;0;41,46;10,75;4,46;Dü?ük
MRS-F-066-D0240;DIREK;MRS-F-066;Tarsus;30,0;0;0,62;14;52,6%;2783;0;0;41,46;10,75;4,46;Dü?ük
MRS-F-081-D0278;DIREK;MRS-F-081;Silifke;26,0;1;0,55;3;47,8%;2155;0;5420,7;45,52;9,79;4,46;Dü?ük
MRS-F-108-D0387;DIREK;MRS-F-108;Mut;41,0;0;0,54;48;53,2%;2859;0;0;40,12;11,11;4,46;Dü?ük
MRS-F-059-D0229;DIREK;MRS-F-059;Tarsus;40,0;1;0,52;14;47,2%;2077;0;3486,7;51,07;8,72;4,46;Dü?ük
MRS-F-091-D0225;DIREK;MRS-F-091;Silifke;43,0;1;0,78;3;52,2%;1819;0;3548;59,04;7,54;4,45;Dü?ük
MRS-F-063-D0030;DIREK;MRS-F-063;Tarsus;32,0;0;0,92;14;36,2%;630;1;0;41,55;10,72;4,45;Dü?ük
MRS-F-063-D0243;DIREK;MRS-F-063;Tarsus;33,0;0;0,86;14;36,2%;630;1;0;41,54;10,72;4,45;Dü?ük
MRS-F-103-D0134;DIREK;MRS-F-103;Anamur;25,0;0;0,71;2;36,3%;854;1;0;37,86;11,76;4,45;Dü?ük
MRS-F-083-D0011;DIREK;MRS-F-083;Silifke;23,0;0;0,29;3;40,5%;1198;1;0;33,31;13,36;4,45;Dü?ük
MRS-F-063-D0134;DIREK;MRS-F-063;Tarsus;34,0;0;0,8;14;36,2%;630;1;0;41,54;10,72;4,45;Dü?ük
MRS-F-103-D0008;DIREK;MRS-F-103;Anamur;26,0;0;0,65;2;36,3%;854;1;0;37,85;11,76;4,45;Dü?ük
MRS-F-103-D0096;DIREK;MRS-F-103;Anamur;27,0;0;0,59;2;36,3%;854;1;0;37,85;11,76;4,45;Dü?ük
MRS-F-083-D0228;DIREK;MRS-F-083;Silifke;25,0;0;0,17;3;40,5%;1198;1;0;33,30;13,36;4,45;Dü?ük
MRS-F-063-D0169;DIREK;MRS-F-063;Tarsus;36,0;0;0,68;14;36,2%;630;1;0;41,53;10,72;4,45;Dü?ük
MRS-F-044-D0029;DIREK;MRS-F-044;Mezitli;39,0;0;0,51;1;45,8%;2517;0;0;46,78;9,51;4,45;Dü?ük
MRS-F-109-D0086;DIREK;MRS-F-109;Mut;30,0;1;1;48;49,6%;2390;0;3748,6;43,28;10,28;4,45;Dü?ük
MRS-F-117-D0043;DIREK;MRS-F-117;Gulnar;22,0;0;0,5;3;39,6%;1086;1;0;34,61;12,84;4,44;Dü?ük
MRS-F-070-D0232;DIREK;MRS-F-070;Erdemli;10,0;0;0,72;2;40,0%;1512;1;0;29,97;14,83;4,44;Dü?ük
MRS-F-100-D0259;DIREK;MRS-F-100;Anamur;40,0;1;0,75;2;47,0%;2053;0;1659,6;55,88;7,95;4,44;Dü?ük
MRS-F-117-D0283;DIREK;MRS-F-117;Gulnar;26,0;0;0,26;3;39,6%;1086;1;0;34,59;12,84;4,44;Dü?ük
MRS-F-063-D0089;DIREK;MRS-F-063;Tarsus;22,0;1;0,81;14;36,2%;630;1;690,7;40,50;10,97;4,44;Dü?ük
MRS-F-077-D0145;DIREK;MRS-F-077;Erdemli;46,0;1;0,76;2;51,4%;1754;0;3773,2;60,65;7,32;4,44;Dü?ük
MRS-F-085-D0252;DIREK;MRS-F-085;Silifke;23,0;1;0,76;3;35,2%;499;1;821,7;42,68;10,40;4,44;Dü?ük
MRS-F-090-D0035;DIREK;MRS-F-090;Silifke;28,0;0;0,88;3;38,4%;617;1;0;41,67;10,66;4,44;Dü?ük
MRS-F-063-D0166;DIREK;MRS-F-063;Tarsus;35,0;0;0,73;14;36,2%;630;1;0;41,43;10,72;4,44;Dü?ük
MRS-F-105-D0243;DIREK;MRS-F-105;Anamur;29,0;0;0,79;2;51,2%;2604;0;0;44,78;9,92;4,44;Dü?ük
MRS-F-090-D0258;DIREK;MRS-F-090;Silifke;29,0;0;0,82;3;38,4%;617;1;0;41,67;10,66;4,44;Dü?ük
MRS-F-103-D0179;DIREK;MRS-F-103;Anamur;26,0;0;0,64;2;36,3%;854;1;0;37,75;11,76;4,44;Dü?ük
MRS-F-090-D0116;DIREK;MRS-F-090;Silifke;30,0;0;0,76;3;38,4%;617;1;0;41,66;10,66;4,44;Dü?ük
MRS-F-105-D0151;DIREK;MRS-F-105;Anamur;31,0;0;0,67;2;51,2%;2604;0;0;44,77;9,92;4,44;Dü?ük
MRS-F-083-D0002;DIREK;MRS-F-083;Silifke;22,0;0;0,34;3;40,5%;1198;1;0;33,22;13,36;4,44;Dü?ük
MRS-F-059-D0149;DIREK;MRS-F-059;Tarsus;45,0;1;0,35;14;47,2%;2077;0;2816;52,34;8,48;4,44;Dü?ük
MRS-F-103-D0228;DIREK;MRS-F-103;Anamur;27,0;0;0,58;2;36,3%;854;1;0;37,75;11,76;4,44;Dü?ük
MRS-F-114-D0128;DIREK;MRS-F-114;Mut;33,0;0;0,85;48;39,4%;1051;1;0;35,01;12,68;4,44;Dü?ük
MRS-F-114-D0115;DIREK;MRS-F-114;Mut;33,0;0;0,85;48;39,4%;1051;1;0;35,01;12,68;4,44;Dü?ük
MRS-F-105-D0011;DIREK;MRS-F-105;Anamur;33,0;0;0,55;2;51,2%;2604;0;0;44,76;9,92;4,44;Dü?ük
MRS-F-103-D0301;DIREK;MRS-F-103;Anamur;29,0;0;0,46;2;36,3%;854;1;0;37,74;11,76;4,44;Dü?ük
MRS-F-083-D0144;DIREK;MRS-F-083;Silifke;24,0;0;0,22;3;40,5%;1198;1;0;33,21;13,36;4,44;Dü?ük
MRS-F-069-T004;DAGITIM_TRAFOSU;MRS-F-069;Camliyayla;27,0;1;0,37;32;51,7%;1778;0;14556,9;39,12;11,34;4,44;Dü?ük
MRS-F-066-D0229;DIREK;MRS-F-066;Tarsus;28,0;0;0,72;14;52,6%;2783;0;0;41,27;10,75;4,44;Dü?ük
MRS-F-066-D0032;DIREK;MRS-F-066;Tarsus;28,0;0;0,72;14;52,6%;2783;0;0;41,27;10,75;4,44;Dü?ük
MRS-F-066-D0276;DIREK;MRS-F-066;Tarsus;28,0;0;0,72;14;52,6%;2783;0;0;41,27;10,75;4,44;Dü?ük
MRS-F-116-D0346;DIREK;MRS-F-116;Gulnar;14,0;0;0,67;3;39,1%;1360;1;0;31,42;14,12;4,44;Dü?ük
MRS-F-056-T001;DAGITIM_TRAFOSU;MRS-F-056;Tarsus;7,0;0;0,47;14;50,5%;4174;0;0;25,74;17,23;4,44;Dü?ük
MRS-F-066-D0344;DIREK;MRS-F-066;Tarsus;32,0;0;0,48;14;52,6%;2783;0;0;41,25;10,75;4,44;Dü?ük
MRS-F-110-D0159;DIREK;MRS-F-110;Mut;21,0;0;0,46;48;46,7%;2016;1;0;25,81;17,18;4,43;Dü?ük
MRS-F-117-D0097;DIREK;MRS-F-117;Gulnar;20,0;0;0,61;3;39,6%;1086;1;0;34,52;12,84;4,43;Dü?ük
MRS-F-041-D0083;DIREK;MRS-F-041;Mezitli;24,0;0;0,85;1;37,2%;762;1;0;39,10;11,33;4,43;Dü?ük
MRS-F-085-D0140;DIREK;MRS-F-085;Silifke;23,0;1;0,75;3;35,2%;499;1;827,9;42,58;10,41;4,43;Dü?ük
MRS-F-090-D0261;DIREK;MRS-F-090;Silifke;27,0;0;0,93;3;38,4%;617;1;0;41,58;10,66;4,43;Dü?ük
MRS-F-110-D0211;DIREK;MRS-F-110;Mut;12,0;1;0,33;48;46,7%;2016;1;1212,7;25,15;17,62;4,43;Dü?ük
MRS-F-063-D0218;DIREK;MRS-F-063;Tarsus;34,0;0;0,78;14;36,2%;630;1;0;41,34;10,72;4,43;Dü?ük
MRS-F-081-D0041;DIREK;MRS-F-081;Silifke;41,0;1;0,55;3;47,8%;2155;0;860,2;54,45;8,14;4,43;Dü?ük
MRS-F-041-D0048;DIREK;MRS-F-041;Mezitli;27,0;0;0,67;1;37,2%;762;1;0;39,09;11,33;4,43;Dü?ük
MRS-F-094-D0139;DIREK;MRS-F-094;Aydincik;34,0;0;0,85;2;35,0%;476;1;0;44,30;10,00;4,43;Dü?ük
MRS-F-090-D0307;DIREK;MRS-F-090;Silifke;29,0;0;0,81;3;38,4%;617;1;0;41,57;10,66;4,43;Dü?ük
MRS-F-090-D0292;DIREK;MRS-F-090;Silifke;29,0;0;0,81;3;38,4%;617;1;0;41,57;10,66;4,43;Dü?ük
MRS-F-106-D0328;DIREK;MRS-F-106;Anamur;5,0;0;0,81;2;43,8%;1627;1;0;28,83;15,36;4,43;Dü?ük
MRS-F-085-D0205;DIREK;MRS-F-085;Silifke;24,0;1;0,76;3;35,2%;499;1;351;43,28;10,23;4,43;Dü?ük
MRS-F-094-D0178;DIREK;MRS-F-094;Aydincik;22,0;1;0,88;2;35,0%;476;1;530,2;43,46;10,19;4,43;Dü?ük
MRS-F-090-D0175;DIREK;MRS-F-090;Silifke;31,0;0;0,69;3;38,4%;617;1;0;41,56;10,66;4,43;Dü?ük
MRS-F-044-D0331;DIREK;MRS-F-044;Mezitli;43,0;0;0,25;1;45,8%;2517;0;0;46,56;9,51;4,43;Dü?ük
MRS-F-085-D0105;DIREK;MRS-F-085;Silifke;37,0;0;0,64;3;35,2%;499;1;0;43,82;10,11;4,43;Dü?ük
MRS-F-111-D0307;DIREK;MRS-F-111;Mut;38,0;2;0,54;48;46,0%;1925;0;6533,9;48,55;9,12;4,43;Dü?ük
MRS-F-085-D0148;DIREK;MRS-F-085;Silifke;38,0;0;0,58;3;35,2%;499;1;0;43,81;10,11;4,43;Dü?ük
MRS-F-114-D0022;DIREK;MRS-F-114;Mut;31,0;0;0,96;48;39,4%;1051;1;0;34,92;12,68;4,43;Dü?ük
MRS-F-066-D0125;DIREK;MRS-F-066;Tarsus;29,0;0;0,65;14;52,6%;2783;0;0;41,17;10,75;4,43;Dü?ük
MRS-F-066-D0234;DIREK;MRS-F-066;Tarsus;30,0;0;0,59;14;52,6%;2783;0;0;41,16;10,75;4,43;Dü?ük
MRS-F-044-D0146;DIREK;MRS-F-044;Mezitli;24,0;1;0,42;1;45,8%;2517;0;2175;42,95;10,30;4,42;Dü?ük
MRS-F-090-D0055;DIREK;MRS-F-090;Silifke;27,7;0;0,88;3;38,4%;617;1;0;41,51;10,66;4,42;Dü?ük
MRS-F-116-D0058;DIREK;MRS-F-116;Gulnar;12,0;0;0,78;3;39,1%;1360;1;0;31,33;14,12;4,42;Dü?ük
MRS-F-108-D0029;DIREK;MRS-F-108;Mut;42,0;0;0,45;48;53,2%;2859;0;0;39,81;11,11;4,42;Dü?ük
MRS-F-089-D0185;DIREK;MRS-F-089;Silifke;5,0;0;0,84;3;48,4%;1486;1;0;30,06;14,71;4,42;Dü?ük
MRS-F-116-D0331;DIREK;MRS-F-116;Gulnar;15,0;0;0,6;3;39,1%;1360;1;0;31,31;14,12;4,42;Dü?ük
MRS-F-044-D0076;DIREK;MRS-F-044;Mezitli;38,0;0;0,54;1;45,8%;2517;0;0;46,48;9,51;4,42;Dü?ük
MRS-F-091-D0179;DIREK;MRS-F-091;Silifke;31,0;1;0,56;3;52,2%;1819;0;7277,6;49,69;8,90;4,42;Dü?ük
MRS-F-044-D0477;DIREK;MRS-F-044;Mezitli;40,0;0;0,42;1;45,8%;2517;0;0;46,47;9,51;4,42;Dü?ük
MRS-F-063-D0279;DIREK;MRS-F-063;Tarsus;33,0;0;0,83;14;36,2%;630;1;0;41,24;10,72;4,42;Dü?ük
MRS-F-094-D0083;DIREK;MRS-F-094;Aydincik;33,0;0;0,9;2;35,0%;476;1;0;44,20;10,00;4,42;Dü?ük
MRS-F-044-D0365;DIREK;MRS-F-044;Mezitli;41,0;0;0,36;1;45,8%;2517;0;0;46,47;9,51;4,42;Dü?ük
MRS-F-105-D0182;DIREK;MRS-F-105;Anamur;31,0;0;0,65;2;51,2%;2604;0;0;44,57;9,92;4,42;Dü?ük
MRS-F-085-D0244;DIREK;MRS-F-085;Silifke;34,0;0;0,81;3;35,2%;499;1;0;43,73;10,11;4,42;Dü?ük
MRS-F-044-D0059;DIREK;MRS-F-044;Mezitli;42,0;0;0,3;1;45,8%;2517;0;0;46,46;9,51;4,42;Dü?ük
MRS-F-044-D0287;DIREK;MRS-F-044;Mezitli;42,0;0;0,3;1;45,8%;2517;0;0;46,46;9,51;4,42;Dü?ük
MRS-F-083-D0235;DIREK;MRS-F-083;Silifke;12,0;1;0,19;3;40,5%;1198;1;1508,2;31,77;13,91;4,42;Dü?ük
MRS-F-108-D0046;DIREK;MRS-F-108;Mut;26,0;1;0,49;48;53,2%;2859;0;2583,2;36,69;12,04;4,42;Dü?ük
MRS-F-085-D0323;DIREK;MRS-F-085;Silifke;38,0;0;0,57;3;35,2%;499;1;0;43,71;10,11;4,42;Dü?ük
MRS-F-077-D0245;DIREK;MRS-F-077;Erdemli;32,0;1;0,62;2;51,4%;1754;0;7506,2;50,91;8,68;4,42;Dü?ük
MRS-F-103-D0302;DIREK;MRS-F-103;Anamur;26,0;0;0,62;2;36,3%;854;1;0;37,55;11,76;4,42;Dü?ük
MRS-F-066-D0108;DIREK;MRS-F-066;Tarsus;27,0;0;0,76;14;52,6%;2783;0;0;41,07;10,75;4,42;Dü?ük
